Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Resultados;Fecha;Temporada
Getafe;Local;1;9;0;0;3;14;0;0;1;0;0;0;0;0;No;1;20/01/2021;2020/2021
Huesca;Visitante;0;0;0;9;0;0;0;5;0;0;0;0;0;3;Si;1;20/01/2021;2020/2021
Betis;Local;2;12;0;0;3;14;0;0;1;0;0;0;0;0;No;1;20/01/2021;2020/2021
Celta;Visitante;0;0;1;9;0;0;0;8;0;0;0;0;0;2;No;1;20/01/2021;2020/2021
Villarreal;Local;2;16;0;0;1;20;0;0;0;1;0;0;0;0;No;x;20/01/2021;2020/2021
Granada;Visitante;0;0;2;7;0;0;1;8;0;0;0;0;1;0;No;x;20/01/2021;2020/2021
Valencia;Local;1;15;0;0;1;11;0;0;0;2;0;0;0;0;No;x;21/01/2021;2020/2021
Osasuna;Visitante;0;0;1;8;0;0;1;7;0;0;0;0;3;0;No;x;21/01/2021;2020/2021
Eibar;Local;1;5;0;0;0;7;0;0;0;0;1;0;0;0;Si;2;21/01/2021;2020/2021
Atlético;Visitante;0;0;2;13;0;0;3;20;0;0;0;3;0;0;No;2;21/01/2021;2020/2021
Levante;Local;2;17;0;0;1;17;0;0;0;1;0;0;0;0;No;x;22/01/2021;2020/2021
Real Valladolid;Visitante;0;0;2;9;0;0;1;10;0;0;0;0;1;0;Si;x;22/01/2021;2020/2021
Huesca;Local;0;5;0;0;1;8;0;0;0;1;0;0;0;0;Si;x;23/01/2021;2020/2021
Villarreal;Visitante;0;0;0;12;0;0;1;14;0;0;0;0;1;0;No;x;23/01/2021;2020/2021
Sevilla;Local;3;17;0;0;3;21;0;0;3;0;0;0;0;0;No;1;23/01/2021;2020/2021
Cádiz;Visitante;0;0;0;8;0;0;0;14;0;0;0;0;0;1;No;1;23/01/2021;2020/2021
R. Sociedad;Local;2;14;0;0;1;14;0;0;0;2;0;0;0;0;No;x;23/01/2021;2020/2021
Betis;Visitante;0;0;2;14;0;0;1;13;0;0;0;0;1;0;No;x;23/01/2021;2020/2021
Alavés;Local;1;9;0;0;0;10;0;0;0;0;3;0;0;0;No;2;23/01/2021;2020/2021
Real Madrid;Visitante;0;0;4;19;0;0;3;22;0;0;0;1;0;0;No;2;23/01/2021;2020/2021
Osasuna;Local;3;11;0;0;3;12;0;0;1;0;0;0;0;0;No;1;24/01/2021;2020/2021
Granada;Visitante;0;0;1;8;0;0;0;8;0;0;0;0;0;1;No;1;24/01/2021;2020/2021
Elche;Local;0;8;0;0;0;8;0;0;0;0;2;0;0;0;No;2;24/01/2021;2020/2021
Barcelona;Visitante;0;0;2;18;0;0;3;20;0;0;0;4;0;0;No;2;24/01/2021;2020/2021
Celta;Local;1;15;0;0;1;16;0;0;0;1;0;0;0;0;No;x;24/01/2021;2020/2021
Eibar;Visitante;0;0;1;12;0;0;1;13;0;0;0;0;1;0;Si;x;24/01/2021;2020/2021
Atlético;Local;3;26;0;0;3;31;0;0;8;0;0;0;0;0;No;1;24/01/2021;2020/2021
Valencia;Visitante;0;0;1;11;0;0;0;9;0;0;0;0;0;1;No;1;24/01/2021;2020/2021
Athletic;Local;5;18;0;0;3;18;0;0;2;0;0;0;0;0;No;1;25/01/2021;2020/2021
Getafe;Visitante;0;0;1;8;0;0;0;9;0;0;0;0;0;1;No;1;25/01/2021;2020/2021
Real Valladolid;Local;1;12;0;0;0;10;0;0;0;0;1;0;0;0;Si;2;29/01/2021;2020/2021
Huesca;Visitante;0;0;3;12;0;0;3;8;0;0;0;1;0;0;Si;2;29/01/2021;2020/2021
Eibar;Local;0;5;0;0;0;7;0;0;0;0;2;0;0;0;Si;2;30/01/2021;2020/2021
Sevilla;Visitante;0;0;2;13;0;0;3;20;0;0;0;2;0;0;No;2;30/01/2021;2020/2021
Real Madrid;Local;1;18;0;0;0;21;0;0;0;0;1;0;0;0;No;2;30/01/2021;2020/2021
Levante;Visitante;0;0;2;13;0;0;3;10;0;0;0;1;0;0;No;2;30/01/2021;2020/2021
Valencia;Local;1;16;0;0;3;14;0;0;1;0;0;0;0;0;No;1;30/01/2021;2020/2021
Elche;Visitante;0;0;0;8;0;0;0;9;0;0;0;0;0;1;No;1;30/01/2021;2020/2021
Villarreal;Local;1;17;0;0;1;21;0;0;0;2;0;0;0;0;No;x;30/01/2021;2020/2021
R. Sociedad;Visitante;0;0;1;18;0;0;1;18;0;0;0;0;1;0;No;x;30/01/2021;2020/2021
Getafe;Local;0;9;0;0;1;15;0;0;0;1;0;0;0;0;No;x;31/01/2021;2020/2021
Alavés;Visitante;0;0;0;9;0;0;1;9;0;0;0;0;1;0;No;x;31/01/2021;2020/2021
Cádiz;Local;2;11;0;0;0;10;0;0;0;0;1;0;0;0;No;2;31/01/2021;2020/2021
Atlético;Visitante;0;0;4;17;0;0;3;23;0;0;0;4;0;0;No;2;31/01/2021;2020/2021
Granada;Local;0;16;0;0;1;21;0;0;0;1;0;0;0;0;No;x;31/01/2021;2020/2021
Celta;Visitante;0;0;0;9;0;0;1;9;0;0;0;0;1;0;No;x;31/01/2021;2020/2021
Barcelona;Local;2;26;0;0;3;24;0;0;2;0;0;0;0;0;No;1;31/01/2021;2020/2021
Athletic;Visitante;0;0;1;10;0;0;0;6;0;0;0;0;0;3;No;1;31/01/2021;2020/2021
Betis;Local;1;13;0;0;3;17;0;0;2;0;0;0;0;0;No;1;01/02/2021;2020/2021
Osasuna;Visitante;0;0;0;8;0;0;0;7;0;0;0;0;0;1;No;1;01/02/2021;2020/2021
Alavés;Local;1;10;0;0;3;13;0;0;1;0;0;0;0;0;No;1;05/02/2021;2020/2021
Real Valladolid;Visitante;0;0;0;9;0;0;0;10;0;0;0;0;0;1;Si;1;05/02/2021;2020/2021
Levante;Local;2;19;0;0;1;18;0;0;0;1;0;0;0;0;No;x;06/02/2021;2020/2021
Granada;Visitante;0;0;2;10;0;0;1;9;0;0;0;0;1;0;No;x;06/02/2021;2020/2021
Huesca;Local;1;6;0;0;0;8;0;0;0;0;1;0;0;0;Si;2;06/02/2021;2020/2021
Real Madrid;Visitante;0;0;2;21;0;0;3;25;0;0;0;2;0;0;No;2;06/02/2021;2020/2021
Elche;Local;2;10;0;0;1;9;0;0;0;1;0;0;0;0;No;x;06/02/2021;2020/2021
Villarreal;Visitante;0;0;2;14;0;0;1;15;0;0;0;0;2;0;No;x;06/02/2021;2020/2021
Sevilla;Local;3;20;0;0;3;24;0;0;4;0;0;0;0;0;No;1;06/02/2021;2020/2021
Getafe;Visitante;0;0;0;8;0;0;0;9;0;0;0;0;0;2;No;1;06/02/2021;2020/2021
R. Sociedad;Local;4;18;0;0;3;17;0;0;1;0;0;0;0;0;No;1;07/02/2021;2020/2021
Cádiz;Visitante;0;0;1;9;0;0;0;14;0;0;0;0;0;2;No;1;07/02/2021;2020/2021
Athletic;Local;1;19;0;0;1;19;0;0;0;1;0;0;0;0;No;x;07/02/2021;2020/2021
Valencia;Visitante;0;0;1;12;0;0;1;10;0;0;0;0;1;0;No;x;07/02/2021;2020/2021
Osasuna;Local;2;13;0;0;3;15;0;0;2;0;0;0;0;0;No;1;07/02/2021;2020/2021
Eibar;Visitante;0;0;1;13;0;0;0;13;0;0;0;0;0;1;Si;1;07/02/2021;2020/2021
Betis;Local;2;15;0;0;0;17;0;0;0;0;1;0;0;0;No;2;07/02/2021;2020/2021
Barcelona;Visitante;0;0;3;21;0;0;3;23;0;0;0;5;0;0;No;2;07/02/2021;2020/2021
Atlético;Local;2;28;0;0;1;32;0;0;0;1;0;0;0;0;No;x;08/02/2021;2020/2021
Celta;Visitante;0;0;2;11;0;0;1;10;0;0;0;0;2;0;No;x;08/02/2021;2020/2021
Celta;Local;3;18;0;0;3;19;0;0;1;0;0;0;0;0;No;1;12/02/2021;2020/2021
Elche;Visitante;0;0;1;9;0;0;0;9;0;0;0;0;0;2;No;1;12/02/2021;2020/2021
Granada;Local;1;17;0;0;0;21;0;0;0;0;1;0;0;0;No;2;13/02/2021;2020/2021
Atlético;Visitante;0;0;2;19;0;0;3;26;0;0;0;5;0;0;No;2;13/02/2021;2020/2021
Sevilla;Local;1;21;0;0;3;27;0;0;5;0;0;0;0;0;No;1;13/02/2021;2020/2021
Huesca;Visitante;0;0;0;12;0;0;0;8;0;0;0;0;0;1;Si;1;13/02/2021;2020/2021
Eibar;Local;1;6;0;0;1;8;0;0;0;1;0;0;0;0;Si;x;13/02/2021;2020/2021
Real Valladolid;Visitante;0;0;1;10;0;0;1;11;0;0;0;0;1;0;Si;x;13/02/2021;2020/2021
Barcelona;Local;5;31;0;0;3;27;0;0;3;0;0;0;0;0;No;1;13/02/2021;2020/2021
Alavés;Visitante;0;0;1;10;0;0;0;9;0;0;0;0;0;1;No;1;13/02/2021;2020/2021
Getafe;Local;0;9;0;0;0;15;0;0;0;0;1;0;0;0;No;2;14/02/2021;2020/2021
R. Sociedad;Visitante;0;0;1;19;0;0;3;21;0;0;0;1;0;0;No;2;14/02/2021;2020/2021
Real Madrid;Local;2;20;0;0;3;24;0;0;1;0;0;0;0;0;No;1;14/02/2021;2020/2021
Valencia;Visitante;0;0;0;12;0;0;0;10;0;0;0;0;0;1;No;1;14/02/2021;2020/2021
Levante;Local;0;19;0;0;0;18;0;0;0;0;1;0;0;0;No;2;14/02/2021;2020/2021
Osasuna;Visitante;0;0;1;9;0;0;3;10;0;0;0;1;0;0;No;2;14/02/2021;2020/2021
Villarreal;Local;1;18;0;0;0;21;0;0;0;0;1;0;0;0;No;2;14/02/2021;2020/2021
Betis;Visitante;0;0;2;16;0;0;3;16;0;0;0;1;0;0;No;2;14/02/2021;2020/2021
Cádiz;Local;0;11;0;0;0;10;0;0;0;0;2;0;0;0;No;2;15/02/2021;2020/2021
Athletic;Visitante;0;0;4;14;0;0;3;9;0;0;0;1;0;0;No;2;15/02/2021;2020/2021
Betis;Local;1;16;0;0;3;20;0;0;1;0;0;0;0;0;No;1;19/02/2021;2020/2021
Getafe;Visitante;0;0;0;8;0;0;0;9;0;0;0;0;0;3;No;1;19/02/2021;2020/2021
Elche;Local;1;11;0;0;3;12;0;0;1;0;0;0;0;0;No;1;20/02/2021;2020/2021
Eibar;Visitante;0;0;0;13;0;0;0;13;0;0;0;0;0;2;Si;1;20/02/2021;2020/2021
Atlético;Local;0;30;0;0;0;32;0;0;0;0;1;0;0;0;No;2;20/02/2021;2020/2021
Levante;Visitante;0;0;2;15;0;0;3;13;0;0;0;2;0;0;No;2;20/02/2021;2020/2021
Valencia;Local;2;18;0;0;3;17;0;0;2;0;0;0;0;0;No;1;20/02/2021;2020/2021
Celta;Visitante;0;0;0;11;0;0;0;10;0;0;0;0;0;1;No;1;20/02/2021;2020/2021
Real Valladolid;Local;0;12;0;0;0;10;0;0;0;0;2;0;0;0;Si;2;20/02/2021;2020/2021
Real Madrid;Visitante;0;0;1;22;0;0;3;28;0;0;0;3;0;0;No;2;20/02/2021;2020/2021
Barcelona;Local;1;32;0;0;1;28;0;0;0;1;0;0;0;0;No;x;21/02/2021;2020/2021
Cádiz;Visitante;0;0;1;10;0;0;1;15;0;0;0;0;1;0;No;x;21/02/2021;2020/2021
R. Sociedad;Local;4;22;0;0;3;20;0;0;2;0;0;0;0;0;No;1;21/02/2021;2020/2021
Alavés;Visitante;0;0;0;10;0;0;0;9;0;0;0;0;0;2;No;1;21/02/2021;2020/2021
Huesca;Local;3;9;0;0;3;11;0;0;1;0;0;0;0;0;Si;1;21/02/2021;2020/2021
Granada;Visitante;0;0;2;12;0;0;0;9;0;0;0;0;0;1;No;1;21/02/2021;2020/2021
Athletic;Local;1;20;0;0;1;20;0;0;0;2;0;0;0;0;No;x;21/02/2021;2020/2021
Villarreal;Visitante;0;0;1;15;0;0;1;16;0;0;0;0;3;0;No;x;21/02/2021;2020/2021
Osasuna;Local;0;13;0;0;0;15;0;0;0;0;1;0;0;0;No;2;22/02/2021;2020/2021
Sevilla;Visitante;0;0;2;15;0;0;3;23;0;0;0;3;0;0;No;2;22/02/2021;2020/2021
Levante;Local;1;20;0;0;1;19;0;0;0;1;0;0;0;0;No;x;26/02/2021;2020/2021
Athletic;Visitante;0;0;1;15;0;0;1;10;0;0;0;0;1;0;No;x;26/02/2021;2020/2021
Eibar;Local;1;7;0;0;1;9;0;0;0;2;0;0;0;0;Si;x;27/02/2021;2020/2021
Huesca;Visitante;0;0;1;13;0;0;1;9;0;0;0;0;1;0;Si;x;27/02/2021;2020/2021
Sevilla;Local;0;21;0;0;0;27;0;0;0;0;1;0;0;0;No;2;27/02/2021;2020/2021
Barcelona;Visitante;0;0;2;23;0;0;3;26;0;0;0;6;0;0;No;2;27/02/2021;2020/2021
Alavés;Local;0;10;0;0;0;13;0;0;0;0;1;0;0;0;No;2;27/02/2021;2020/2021
Osasuna;Visitante;0;0;1;10;0;0;3;13;0;0;0;2;0;0;No;2;27/02/2021;2020/2021
Getafe;Local;3;12;0;0;3;18;0;0;1;0;0;0;0;0;No;1;27/02/2021;2020/2021
Valencia;Visitante;0;0;0;12;0;0;0;10;0;0;0;0;0;2;No;1;27/02/2021;2020/2021
Celta;Local;1;19;0;0;1;20;0;0;0;1;0;0;0;0;No;x;28/02/2021;2020/2021
Real Valladolid;Visitante;0;0;1;11;0;0;1;12;0;0;0;0;2;0;Si;x;28/02/2021;2020/2021
Cádiz;Local;0;11;0;0;0;10;0;0;0;0;3;0;0;0;No;2;28/02/2021;2020/2021
Betis;Visitante;0;0;1;17;0;0;3;19;0;0;0;2;0;0;No;2;28/02/2021;2020/2021
Granada;Local;2;19;0;0;3;24;0;0;1;0;0;0;0;0;No;1;28/02/2021;2020/2021
Elche;Visitante;0;0;1;10;0;0;0;9;0;0;0;0;0;3;No;1;28/02/2021;2020/2021
Villarreal;Local;0;18;0;0;0;21;0;0;0;0;2;0;0;0;No;2;28/02/2021;2020/2021
Atlético;Visitante;0;0;2;21;0;0;3;29;0;0;0;6;0;0;No;2;28/02/2021;2020/2021
Real Madrid;Local;1;21;0;0;1;25;0;0;0;1;0;0;0;0;No;x;01/03/2021;2020/2021
R. Sociedad;Visitante;0;0;1;20;0;0;1;22;0;0;0;0;1;0;No;x;01/03/2021;2020/2021
Valencia;Local;2;20;0;0;3;20;0;0;3;0;0;0;0;0;No;1;05/03/2021;2020/2021
Villarreal;Visitante;0;0;1;16;0;0;0;16;0;0;0;0;0;1;No;1;05/03/2021;2020/2021
Real Valladolid;Local;2;14;0;0;3;13;0;0;1;0;0;0;0;0;Si;1;06/03/2021;2020/2021
Getafe;Visitante;0;0;1;9;0;0;0;9;0;0;0;0;0;4;No;1;06/03/2021;2020/2021
Elche;Local;2;13;0;0;3;15;0;0;2;0;0;0;0;0;No;1;06/03/2021;2020/2021
Sevilla;Visitante;0;0;1;16;0;0;0;23;0;0;0;0;0;1;No;1;06/03/2021;2020/2021
Cádiz;Local;1;12;0;0;3;13;0;0;1;0;0;0;0;0;No;1;06/03/2021;2020/2021
Eibar;Visitante;0;0;0;13;0;0;0;13;0;0;0;0;0;3;Si;1;06/03/2021;2020/2021
Osasuna;Local;0;13;0;0;0;15;0;0;0;0;2;0;0;0;No;2;06/03/2021;2020/2021
Barcelona;Visitante;0;0;2;25;0;0;3;29;0;0;0;7;0;0;No;2;06/03/2021;2020/2021
Huesca;Local;3;12;0;0;0;11;0;0;0;0;1;0;0;0;Si;2;07/03/2021;2020/2021
Celta;Visitante;0;0;4;15;0;0;3;13;0;0;0;1;0;0;No;2;07/03/2021;2020/2021
Atlético;Local;1;31;0;0;1;33;0;0;0;1;0;0;0;0;No;x;07/03/2021;2020/2021
Real Madrid;Visitante;0;0;1;23;0;0;1;29;0;0;0;0;1;0;No;x;07/03/2021;2020/2021
R. Sociedad;Local;1;23;0;0;3;23;0;0;3;0;0;0;0;0;No;1;07/03/2021;2020/2021
Levante;Visitante;0;0;0;15;0;0;0;13;0;0;0;0;0;1;No;1;07/03/2021;2020/2021
Athletic;Local;2;22;0;0;3;23;0;0;1;0;0;0;0;0;No;1;07/03/2021;2020/2021
Granada;Visitante;0;0;1;13;0;0;0;9;0;0;0;0;0;2;No;1;07/03/2021;2020/2021
Betis;Local;3;19;0;0;3;23;0;0;2;0;0;0;0;0;No;1;08/03/2021;2020/2021
Alavés;Visitante;0;0;2;12;0;0;0;9;0;0;0;0;0;3;No;1;08/03/2021;2020/2021
Levante;Local;1;21;0;0;3;22;0;0;1;0;0;0;0;0;No;1;12/03/2021;2020/2021
Valencia;Visitante;0;0;0;12;0;0;0;10;0;0;0;0;0;3;No;1;12/03/2021;2020/2021
Alavés;Local;1;11;0;0;1;14;0;0;0;1;0;0;0;0;No;x;13/03/2021;2020/2021
Cádiz;Visitante;0;0;1;11;0;0;1;16;0;0;0;0;2;0;No;x;13/03/2021;2020/2021
Real Madrid;Local;2;23;0;0;3;28;0;0;1;0;0;0;0;0;No;1;13/03/2021;2020/2021
Elche;Visitante;0;0;1;11;0;0;0;9;0;0;0;0;0;4;No;1;13/03/2021;2020/2021
Osasuna;Local;0;13;0;0;1;16;0;0;0;1;0;0;0;0;No;x;13/03/2021;2020/2021
Real Valladolid;Visitante;0;0;0;11;0;0;1;13;0;0;0;0;3;0;Si;x;13/03/2021;2020/2021
Getafe;Local;0;12;0;0;1;19;0;0;0;1;0;0;0;0;No;x;13/03/2021;2020/2021
Atlético;Visitante;0;0;0;21;0;0;1;30;0;0;0;0;1;0;No;x;13/03/2021;2020/2021
Celta;Local;0;19;0;0;1;21;0;0;0;2;0;0;0;0;No;x;14/03/2021;2020/2021
Athletic;Visitante;0;0;0;15;0;0;1;11;0;0;0;0;2;0;No;x;14/03/2021;2020/2021
Granada;Local;1;20;0;0;3;27;0;0;2;0;0;0;0;0;No;1;14/03/2021;2020/2021
R. Sociedad;Visitante;0;0;0;20;0;0;0;22;0;0;0;0;0;1;No;1;14/03/2021;2020/2021
Eibar;Local;1;8;0;0;0;9;0;0;0;0;1;0;0;0;Si;2;14/03/2021;2020/2021
Villarreal;Visitante;0;0;3;19;0;0;3;19;0;0;0;1;0;0;No;2;14/03/2021;2020/2021
Sevilla;Local;1;22;0;0;3;30;0;0;1;0;0;0;0;0;No;1;14/03/2021;2020/2021
Betis;Visitante;0;0;0;17;0;0;0;19;0;0;0;0;0;1;No;1;14/03/2021;2020/2021
Barcelona;Local;4;36;0;0;3;31;0;0;1;0;0;0;0;0;No;1;15/03/2021;2020/2021
Huesca;Visitante;0;0;1;14;0;0;0;9;0;0;0;0;0;1;Si;1;15/03/2021;2020/2021
Betis;Local;2;21;0;0;3;26;0;0;3;0;0;0;0;0;No;1;19/03/2021;2020/2021
Levante;Visitante;0;0;0;15;0;0;0;13;0;0;0;0;0;2;No;1;19/03/2021;2020/2021
Athletic;Local;1;23;0;0;1;24;0;0;0;1;0;0;0;0;No;x;20/03/2021;2020/2021
Eibar;Visitante;0;0;1;14;0;0;1;14;0;0;0;0;1;0;Si;x;20/03/2021;2020/2021
Celta;Local;1;20;0;0;0;21;0;0;0;0;1;0;0;0;No;2;20/03/2021;2020/2021
Real Madrid;Visitante;0;0;3;26;0;0;3;32;0;0;0;1;0;0;No;2;20/03/2021;2020/2021
Huesca;Local;0;12;0;0;1;12;0;0;0;1;0;0;0;0;Si;x;20/03/2021;2020/2021
Osasuna;Visitante;0;0;0;10;0;0;1;14;0;0;0;0;1;0;No;x;20/03/2021;2020/2021
Real Valladolid;Local;1;15;0;0;1;14;0;0;0;1;0;0;0;0;Si;x;20/03/2021;2020/2021
Sevilla;Visitante;0;0;1;17;0;0;1;24;0;0;0;0;1;0;No;x;20/03/2021;2020/2021
Getafe;Local;1;13;0;0;1;20;0;0;0;2;0;0;0;0;No;x;21/03/2021;2020/2021
Elche;Visitante;0;0;1;12;0;0;1;10;0;0;0;0;1;0;No;x;21/03/2021;2020/2021
Valencia;Local;2;22;0;0;3;23;0;0;4;0;0;0;0;0;No;1;21/03/2021;2020/2021
Granada;Visitante;0;0;1;13;0;0;0;9;0;0;0;0;0;3;No;1;21/03/2021;2020/2021
Villarreal;Local;2;20;0;0;3;24;0;0;1;0;0;0;0;0;No;1;21/03/2021;2020/2021
Cádiz;Visitante;0;0;1;12;0;0;0;16;0;0;0;0;0;1;No;1;21/03/2021;2020/2021
Atlético;Local;1;32;0;0;3;36;0;0;1;0;0;0;0;0;No;1;21/03/2021;2020/2021
Alavés;Visitante;0;0;0;12;0;0;0;9;0;0;0;0;0;4;No;1;21/03/2021;2020/2021
R. Sociedad;Local;1;24;0;0;0;23;0;0;0;0;1;0;0;0;No;2;21/03/2021;2020/2021
Barcelona;Visitante;0;0;6;31;0;0;3;32;0;0;0;8;0;0;No;2;21/03/2021;2020/2021
Levante;Local;0;21;0;0;0;22;0;0;0;0;1;0;0;0;No;2;02/04/2021;2020/2021
Huesca;Visitante;0;0;2;16;0;0;3;12;0;0;0;1;0;0;Si;2;02/04/2021;2020/2021
Granada;Local;0;20;0;0;0;27;0;0;0;0;1;0;0;0;No;2;03/04/2021;2020/2021
Villarreal;Visitante;0;0;3;22;0;0;3;22;0;0;0;2;0;0;No;2;03/04/2021;2020/2021
Real Madrid;Local;2;25;0;0;3;31;0;0;2;0;0;0;0;0;No;1;03/04/2021;2020/2021
Eibar;Visitante;0;0;0;14;0;0;0;14;0;0;0;0;0;1;Si;1;03/04/2021;2020/2021
Osasuna;Local;0;13;0;0;1;17;0;0;0;2;0;0;0;0;No;x;03/04/2021;2020/2021
Getafe;Visitante;0;0;0;9;0;0;1;10;0;0;0;0;1;0;No;x;03/04/2021;2020/2021
Alavés;Local;1;12;0;0;0;14;0;0;0;0;1;0;0;0;No;2;04/04/2021;2020/2021
Celta;Visitante;0;0;3;18;0;0;3;16;0;0;0;2;0;0;No;2;04/04/2021;2020/2021
Elche;Local;1;14;0;0;1;16;0;0;0;1;0;0;0;0;No;x;04/04/2021;2020/2021
Betis;Visitante;0;0;1;18;0;0;1;20;0;0;0;0;1;0;No;x;04/04/2021;2020/2021
Cádiz;Local;2;14;0;0;3;16;0;0;2;0;0;0;0;0;No;1;04/04/2021;2020/2021
Valencia;Visitante;0;0;1;13;0;0;0;10;0;0;0;0;0;4;No;1;04/04/2021;2020/2021
Sevilla;Local;1;23;0;0;3;33;0;0;2;0;0;0;0;0;No;1;04/04/2021;2020/2021
Atlético;Visitante;0;0;0;21;0;0;0;30;0;0;0;0;0;1;No;1;04/04/2021;2020/2021
Barcelona;Local;1;37;0;0;3;34;0;0;2;0;0;0;0;0;No;1;05/04/2021;2020/2021
Real Valladolid;Visitante;0;0;0;11;0;0;0;13;0;0;0;0;0;1;Si;1;05/04/2021;2020/2021
R. Sociedad;Local;1;25;0;0;1;24;0;0;0;1;0;0;0;0;No;x;07/04/2021;2020/2021
Athletic;Visitante;0;0;1;16;0;0;1;12;0;0;0;0;3;0;No;x;07/04/2021;2020/2021
Huesca;Local;3;15;0;0;3;15;0;0;1;0;0;0;0;0;Si;1;09/04/2021;2020/2021
Elche;Visitante;0;0;1;13;0;0;0;10;0;0;0;0;0;1;No;1;09/04/2021;2020/2021
Getafe;Local;0;13;0;0;0;20;0;0;0;0;1;0;0;0;No;2;10/04/2021;2020/2021
Cádiz;Visitante;0;0;1;13;0;0;3;19;0;0;0;1;0;0;No;2;10/04/2021;2020/2021
Athletic;Local;0;23;0;0;1;25;0;0;0;2;0;0;0;0;No;x;10/04/2021;2020/2021
Alavés;Visitante;0;0;0;12;0;0;1;10;0;0;0;0;1;0;No;x;10/04/2021;2020/2021
Eibar;Local;0;8;0;0;0;9;0;0;0;0;2;0;0;0;Si;2;10/04/2021;2020/2021
Levante;Visitante;0;0;1;16;0;0;3;16;0;0;0;1;0;0;No;2;10/04/2021;2020/2021
Real Madrid;Local;2;27;0;0;3;34;0;0;3;0;0;0;0;0;No;1;10/04/2021;2020/2021
Barcelona;Visitante;0;0;1;32;0;0;0;32;0;0;0;0;0;1;No;1;10/04/2021;2020/2021
Villarreal;Local;1;21;0;0;0;24;0;0;0;0;1;0;0;0;No;2;11/04/2021;2020/2021
Osasuna;Visitante;0;0;2;12;0;0;3;17;0;0;0;1;0;0;No;2;11/04/2021;2020/2021
Valencia;Local;2;24;0;0;1;24;0;0;0;1;0;0;0;0;No;x;11/04/2021;2020/2021
R. Sociedad;Visitante;0;0;2;22;0;0;1;23;0;0;0;0;1;0;No;x;11/04/2021;2020/2021
Real Valladolid;Local;1;16;0;0;0;14;0;0;0;0;1;0;0;0;Si;2;11/04/2021;2020/2021
Granada;Visitante;0;0;2;15;0;0;3;12;0;0;0;1;0;0;No;2;11/04/2021;2020/2021
Betis;Local;1;22;0;0;1;27;0;0;0;1;0;0;0;0;No;x;11/04/2021;2020/2021
Atlético;Visitante;0;0;1;22;0;0;1;31;0;0;0;0;1;0;No;x;11/04/2021;2020/2021
Celta;Local;3;23;0;0;0;21;0;0;0;0;2;0;0;0;No;2;12/04/2021;2020/2021
Sevilla;Visitante;0;0;4;21;0;0;3;27;0;0;0;1;0;0;No;2;12/04/2021;2020/2021
Levante;Local;0;21;0;0;0;22;0;0;0;0;2;0;0;0;No;2;21/04/2021;2020/2021
Sevilla;Visitante;0;0;1;22;0;0;3;30;0;0;0;2;0;0;No;2;21/04/2021;2020/2021
Osasuna;Local;3;16;0;0;3;20;0;0;1;0;0;0;0;0;No;1;21/04/2021;2020/2021
Valencia;Visitante;0;0;1;14;0;0;0;10;0;0;0;0;0;5;No;1;21/04/2021;2020/2021
Betis;Local;0;22;0;0;1;28;0;0;0;2;0;0;0;0;No;x;21/04/2021;2020/2021
Athletic;Visitante;0;0;0;16;0;0;1;13;0;0;0;0;4;0;No;x;21/04/2021;2020/2021
Alavés;Local;2;14;0;0;3;17;0;0;1;0;0;0;0;0;No;1;21/04/2021;2020/2021
Villarreal;Visitante;0;0;1;23;0;0;0;22;0;0;0;0;0;1;No;1;21/04/2021;2020/2021
Elche;Local;1;15;0;0;1;17;0;0;0;2;0;0;0;0;No;x;21/04/2021;2020/2021
Real Valladolid;Visitante;0;0;1;12;0;0;1;14;0;0;0;0;1;0;Si;x;21/04/2021;2020/2021
Cádiz;Local;0;14;0;0;0;16;0;0;0;0;1;0;0;0;No;2;21/04/2021;2020/2021
Real Madrid;Visitante;0;0;3;29;0;0;3;35;0;0;0;2;0;0;No;2;21/04/2021;2020/2021
Atlético;Local;2;34;0;0;3;39;0;0;2;0;0;0;0;0;No;1;22/04/2021;2020/2021
Huesca;Visitante;0;0;0;16;0;0;0;12;0;0;0;0;0;1;Si;1;22/04/2021;2020/2021
R. Sociedad;Local;2;27;0;0;3;27;0;0;1;0;0;0;0;0;No;1;22/04/2021;2020/2021
Celta;Visitante;0;0;1;19;0;0;0;16;0;0;0;0;0;1;No;1;22/04/2021;2020/2021
Granada;Local;4;24;0;0;3;30;0;0;1;0;0;0;0;0;No;1;22/04/2021;2020/2021
Eibar;Visitante;0;0;1;15;0;0;0;14;0;0;0;0;0;2;Si;1;22/04/2021;2020/2021
Barcelona;Local;5;42;0;0;3;37;0;0;3;0;0;0;0;0;No;1;22/04/2021;2020/2021
Getafe;Visitante;0;0;2;11;0;0;0;10;0;0;0;0;0;1;No;1;22/04/2021;2020/2021
Elche;Local;1;16;0;0;3;20;0;0;1;0;0;0;0;0;No;1;24/04/2021;2020/2021
Levante;Visitante;0;0;0;16;0;0;0;16;0;0;0;0;0;1;No;1;24/04/2021;2020/2021
