Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Media_Goles_Locales;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Media_Goles_Visitantes;Puntos_Locales;Media_Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Media_Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Clasificacion_Europea;Resultados;Fecha;Temporada
Osasuna;Visitante;0;0;0;0;5;1,05;0;0;0;0;1,32;14;0;0;0;0;0;1;No;No;1;19/12/2021;2021/2022
Real Madrid;Local;0;18;2,31;0;0;0;1;2,31;21;0;0;0;0;1;0;0;0;0;No;Si;x;19/12/2021;2021/2022
Cádiz;Visitante;0;0;0;0;9;0,84;0;0;0;1;1,11;9;0;0;0;0;1;0;No;No;x;19/12/2021;2021/2022
Levante;Local;3;9;1,47;0;0;0;0;1,16;6;0;0;0;0;0;1;0;0;0;Si;No;2;20/12/2021;2021/2022
Valencia;Visitante;0;0;0;4;6;1,16;0;0;0;3;1,16;12;0;0;0;2;0;0;No;No;2;20/12/2021;2021/2022
Valencia;Local;1;17;1,37;0;0;0;0;1,37;16;0;0;0;0;0;1;0;0;0;No;No;2;31/12/2021;2021/2022
Espanyol;Visitante;0;0;0;2;8;0,79;0;0;0;3;0,47;6;0;0;0;1;0;0;No;No;2;31/12/2021;2021/2022
Getafe;Local;1;10;1,11;0;0;0;3;1,47;14;0;0;0;2;0;0;0;0;0;No;No;1;02/01/2022;2021/2022
Real Madrid;Visitante;0;0;0;0;8;1,89;0;0;0;0;2,21;22;0;0;0;0;0;1;No;Si;1;02/01/2022;2021/2022
Atlético;Local;2;14;1,74;0;0;0;3;2,16;20;0;0;0;1;0;0;0;0;0;No;Si;1;02/01/2022;2021/2022
Rayo;Visitante;0;0;0;0;4;0,68;0;0;0;0;0,68;5;0;0;0;0;0;2;No;No;1;02/01/2022;2021/2022
Elche;Local;0;9;1,26;0;0;0;1;1,42;11;0;0;0;0;1;0;0;0;0;No;No;x;02/01/2022;2021/2022
Granada;Visitante;0;0;0;0;8;1,16;0;0;0;1;0,84;9;0;0;0;0;3;0;Si;No;x;02/01/2022;2021/2022
Alavés;Local;1;8;0,89;0;0;0;1;1,31;11;0;0;0;0;2;0;0;0;0;Si;No;x;02/01/2022;2021/2022
R. Sociedad;Visitante;0;0;0;1;8;1,26;0;0;0;1;1,42;15;0;0;0;0;1;0;No;Si;x;02/01/2022;2021/2022
Betis;Local;0;19;1,79;0;0;0;0;1,68;17;0;0;0;0;0;1;0;0;0;No;Si;2;02/01/2022;2021/2022
Celta;Visitante;0;0;0;2;11;0,89;0;0;0;3;1,11;15;0;0;0;1;0;0;No;No;2;02/01/2022;2021/2022
Mallorca;Local;0;8;1,05;0;0;0;0;1,42;12;0;0;0;0;0;1;0;0;0;No;No;2;02/01/2022;2021/2022
Barcelona;Visitante;0;0;0;1;11;1,63;0;0;0;3;1,84;11;0;0;0;1;0;0;No;Si;2;02/01/2022;2021/2022
Villarreal;Local;5;24;2,11;0;0;0;3;1,89;20;0;0;0;2;0;0;0;0;0;No;Si;1;03/01/2022;2021/2022
Levante;Visitante;0;0;0;0;9;1,21;0;0;0;0;0,68;2;0;0;0;0;0;7;Si;No;1;03/01/2022;2021/2022
Osasuna;Local;1;8;0,89;0;0;0;0;1,16;8;0;0;0;0;0;1;0;0;0;No;No;2;03/01/2022;2021/2022
Athletic;Visitante;0;0;0;3;7;0,74;0;0;0;3;1,11;13;0;0;0;1;0;0;No;No;2;03/01/2022;2021/2022
Cádiz;Local;0;6;1;0;0;0;0;0,95;5;0;0;0;0;0;1;0;0;0;No;No;2;03/01/2022;2021/2022
Sevilla;Visitante;0;0;0;1;5;0,89;0;0;0;3;1,47;18;0;0;0;2;0;0;No;Si;2;03/01/2022;2021/2022
Levante;Local;2;11;1,47;0;0;0;3;1,16;9;0;0;0;1;0;0;0;0;0;Si;No;1;08/01/2022;2021/2022
Mallorca;Visitante;0;0;0;0;8;0,84;0;0;0;0;0,63;8;0;0;0;0;0;2;No;No;1;08/01/2022;2021/2022
R. Sociedad;Local;1;7;0,84;0;0;0;3;1,84;16;0;0;0;1;0;0;0;0;0;No;Si;1;08/01/2022;2021/2022
Celta;Visitante;0;0;0;0;11;0,89;0;0;0;0;1,11;15;0;0;0;0;0;1;No;No;1;08/01/2022;2021/2022
Granada;Local;1;16;1,16;0;0;0;1;1,16;15;0;0;0;0;1;0;0;0;0;Si;No;x;08/01/2022;2021/2022
Barcelona;Visitante;0;0;0;1;12;1,63;0;0;0;1;1,84;12;0;0;0;0;1;0;No;Si;x;08/01/2022;2021/2022
Real Madrid;Local;4;22;2,31;0;0;0;3;2,31;24;0;0;0;1;0;0;0;0;0;No;Si;1;08/01/2022;2021/2022
Valencia;Visitante;0;0;0;1;7;1,16;0;0;0;0;1,16;12;0;0;0;0;0;1;No;No;1;08/01/2022;2021/2022
Rayo;Local;1;20;1,37;0;0;0;1;1,53;26;0;0;0;0;1;0;0;0;0;No;No;x;09/01/2022;2021/2022
Betis;Visitante;0;0;0;1;14;1,47;0;0;0;1;1,74;17;0;0;0;0;1;0;No;Si;x;09/01/2022;2021/2022
Sevilla;Local;1;22;1,89;0;0;0;3;2,21;24;0;0;0;3;0;0;0;0;0;No;Si;1;09/01/2022;2021/2022
Getafe;Visitante;0;0;0;0;3;0,63;0;0;0;0;0,58;4;0;0;0;0;0;1;No;No;1;09/01/2022;2021/2022
Alavés;Local;0;8;0,89;0;0;0;1;1,31;12;0;0;0;0;3;0;0;0;0;Si;No;x;09/01/2022;2021/2022
Athletic;Visitante;0;0;0;0;7;0,74;0;0;0;1;1,11;14;0;0;0;0;1;0;No;No;x;09/01/2022;2021/2022
Osasuna;Local;2;10;0,89;0;0;0;3;1,16;11;0;0;0;1;0;0;0;0;0;No;No;1;09/01/2022;2021/2022
Cádiz;Visitante;0;0;0;0;9;0,84;0;0;0;0;1,11;9;0;0;0;0;0;1;No;No;1;09/01/2022;2021/2022
Villarreal;Local;2;26;2,11;0;0;0;1;1,89;21;0;0;0;0;1;0;0;0;0;No;Si;x;09/01/2022;2021/2022
Atlético;Visitante;0;0;0;2;19;1,68;0;0;0;1;1,58;15;0;0;0;0;1;0;No;Si;x;09/01/2022;2021/2022
Espanyol;Local;1;15;1,32;0;0;0;0;1,74;20;0;0;0;0;0;1;0;0;0;No;No;2;10/01/2022;2021/2022
Elche;Visitante;0;0;0;2;9;0,84;0;0;0;3;0,79;8;0;0;0;1;0;0;No;No;2;10/01/2022;2021/2022
Athletic;Local;1;13;1,53;0;0;0;0;1,79;14;0;0;0;0;0;1;0;0;0;No;No;2;22/12/2021;2021/2022
Real Madrid;Visitante;0;0;0;2;10;1,89;0;0;0;3;2,21;25;0;0;0;1;0;0;No;Si;2;22/12/2021;2021/2022
Elche;Local;1;10;1,26;0;0;0;3;1,42;14;0;0;0;1;0;0;0;0;0;No;No;1;16/01/2022;2021/2022
Villarreal;Visitante;0;0;0;0;3;1,21;0;0;0;0;1,21;8;0;0;0;0;0;1;No;Si;1;16/01/2022;2021/2022
Betis;Local;4;23;1,79;0;0;0;3;1,68;20;0;0;0;1;0;0;0;0;0;No;Si;1;18/01/2022;2021/2022
Alavés;Visitante;0;0;0;0;8;0,74;0;0;0;0;0,32;5;0;0;0;0;0;3;Si;No;1;18/01/2022;2021/2022
Cádiz;Local;2;8;1;0;0;0;1;0,95;6;0;0;0;0;1;0;0;0;0;No;No;x;18/01/2022;2021/2022
Espanyol;Visitante;0;0;0;2;10;0,79;0;0;0;1;0,47;7;0;0;0;0;1;0;No;No;x;18/01/2022;2021/2022
Celta;Local;2;13;1,37;0;0;0;3;1,32;11;0;0;0;2;0;0;0;0;0;No;No;1;19/01/2022;2021/2022
Osasuna;Visitante;0;0;0;0;5;1,05;0;0;0;0;1,32;14;0;0;0;0;0;2;No;No;1;19/01/2022;2021/2022
Valencia;Local;1;18;1,37;0;0;0;1;1,37;17;0;0;0;0;1;0;0;0;0;No;No;x;19/01/2022;2021/2022
Sevilla;Visitante;0;0;0;1;6;0,89;0;0;0;1;1,47;19;0;0;0;0;1;0;No;Si;x;19/01/2022;2021/2022
Getafe;Local;4;14;1,11;0;0;0;3;1,47;17;0;0;0;3;0;0;0;0;0;No;No;1;20/01/2022;2021/2022
Granada;Visitante;0;0;0;2;10;1,16;0;0;0;0;0,84;9;0;0;0;0;0;1;Si;No;1;20/01/2022;2021/2022
Atlético;Local;0;14;1,74;0;0;0;0;2,16;20;0;0;0;0;0;1;0;0;0;No;Si;2;16/02/2022;2021/2022
Levante;Visitante;0;0;0;1;10;1,21;0;0;0;3;0,68;5;0;0;0;1;0;0;Si;No;2;16/02/2022;2021/2022
Mallorca;Local;0;8;1,05;0;0;0;0;1,42;12;0;0;0;0;0;2;0;0;0;No;No;2;02/03/2022;2021/2022
R. Sociedad;Visitante;0;0;0;2;10;1,26;0;0;0;3;1,42;18;0;0;0;1;0;0;No;Si;2;02/03/2022;2021/2022
Barcelona;Local;0;19;1,95;0;0;0;0;2;20;0;0;0;0;0;1;0;0;0;No;Si;2;24/04/2022;2021/2022
Rayo;Visitante;0;0;0;1;5;0,68;0;0;0;3;0,68;8;0;0;0;1;0;0;No;No;2;24/04/2022;2021/2022
Espanyol;Local;1;16;1,32;0;0;0;0;1,74;20;0;0;0;0;0;2;0;0;0;No;No;2;21/01/2022;2021/2022
Betis;Visitante;0;0;0;4;18;1,47;0;0;0;3;1,74;20;0;0;0;1;0;0;No;Si;2;21/01/2022;2021/2022
Levante;Local;0;11;1,47;0;0;0;0;1,16;9;0;0;0;0;0;1;0;0;0;Si;No;2;22/01/2022;2021/2022
Cádiz;Visitante;0;0;0;2;11;0,84;0;0;0;3;1,11;12;0;0;0;1;0;0;No;No;2;22/01/2022;2021/2022
Villarreal;Local;3;29;2,11;0;0;0;3;1,89;24;0;0;0;1;0;0;0;0;0;No;Si;1;22/01/2022;2021/2022
Mallorca;Visitante;0;0;0;0;8;0,84;0;0;0;0;0,63;8;0;0;0;0;0;3;No;No;1;22/01/2022;2021/2022
Sevilla;Local;2;24;1,89;0;0;0;1;2,21;25;0;0;0;0;1;0;0;0;0;No;Si;x;22/01/2022;2021/2022
Celta;Visitante;0;0;0;2;13;0,89;0;0;0;1;1,11;16;0;0;0;0;1;0;No;No;x;22/01/2022;2021/2022
Atlético;Local;3;17;1,74;0;0;0;3;2,16;23;0;0;0;1;0;0;0;0;0;No;Si;1;22/01/2022;2021/2022
Valencia;Visitante;0;0;0;2;9;1,16;0;0;0;0;1,16;12;0;0;0;0;0;2;No;No;1;22/01/2022;2021/2022
Granada;Local;0;16;1,16;0;0;0;0;1,16;15;0;0;0;0;0;1;0;0;0;Si;No;2;23/01/2022;2021/2022
Osasuna;Visitante;0;0;0;2;7;1,05;0;0;0;3;1,32;17;0;0;0;1;0;0;No;No;2;23/01/2022;2021/2022
Real Madrid;Local;2;24;2,31;0;0;0;1;2,31;25;0;0;0;0;1;0;0;0;0;No;Si;x;23/01/2022;2021/2022
Elche;Visitante;0;0;0;2;11;0,84;0;0;0;1;0,79;9;0;0;0;0;1;0;No;No;x;23/01/2022;2021/2022
Rayo;Local;0;20;1,37;0;0;0;0;1,53;26;0;0;0;0;0;1;0;0;0;No;No;2;23/01/2022;2021/2022
Athletic;Visitante;0;0;0;1;8;0,74;0;0;0;3;1,11;17;0;0;0;1;0;0;No;No;2;23/01/2022;2021/2022
R. Sociedad;Local;0;7;0,84;0;0;0;1;1,84;17;0;0;0;0;1;0;0;0;0;No;Si;x;23/01/2022;2021/2022
Getafe;Visitante;0;0;0;0;3;0,63;0;0;0;1;0,58;5;0;0;0;0;1;0;No;No;x;23/01/2022;2021/2022
Alavés;Local;0;8;0,89;0;0;0;0;1,31;12;0;0;0;0;0;1;0;0;0;Si;No;2;23/01/2022;2021/2022
Barcelona;Visitante;0;0;0;1;13;1,63;0;0;0;3;1,84;15;0;0;0;1;0;0;No;Si;2;23/01/2022;2021/2022
Getafe;Local;3;17;1,11;0;0;0;3;1,47;20;0;0;0;4;0;0;0;0;0;No;No;1;04/02/2022;2021/2022
Levante;Visitante;0;0;0;0;10;1,21;0;0;0;0;0,68;5;0;0;0;0;0;1;Si;No;1;04/02/2022;2021/2022
Elche;Local;3;13;1,26;0;0;0;3;1,42;17;0;0;0;2;0;0;0;0;0;No;No;1;05/02/2022;2021/2022
Alavés;Visitante;0;0;0;1;9;0,74;0;0;0;0;0,32;5;0;0;0;0;0;4;Si;No;1;05/02/2022;2021/2022
Mallorca;Local;2;10;1,05;0;0;0;3;1,42;15;0;0;0;1;0;0;0;0;0;No;No;1;05/02/2022;2021/2022
Cádiz;Visitante;0;0;0;1;12;0,84;0;0;0;0;1,11;12;0;0;0;0;0;1;No;No;1;05/02/2022;2021/2022
Celta;Local;2;15;1,37;0;0;0;3;1,32;14;0;0;0;3;0;0;0;0;0;No;No;1;05/02/2022;2021/2022
Rayo;Visitante;0;0;0;0;5;0,68;0;0;0;0;0,68;8;0;0;0;0;0;1;No;No;1;05/02/2022;2021/2022
Osasuna;Local;0;10;0,89;0;0;0;1;1,16;12;0;0;0;0;1;0;0;0;0;No;No;x;05/02/2022;2021/2022
Sevilla;Visitante;0;0;0;0;6;0,89;0;0;0;1;1,47;20;0;0;0;0;2;0;No;Si;x;05/02/2022;2021/2022
Valencia;Local;0;18;1,37;0;0;0;1;1,37;18;0;0;0;0;2;0;0;0;0;No;No;x;06/02/2022;2021/2022
R. Sociedad;Visitante;0;0;0;0;10;1,26;0;0;0;1;1,42;19;0;0;0;0;1;0;No;Si;x;06/02/2022;2021/2022
Barcelona;Local;4;23;1,95;0;0;0;3;2;23;0;0;0;1;0;0;0;0;0;No;Si;1;06/02/2022;2021/2022
Atlético;Visitante;0;0;0;2;21;1,68;0;0;0;0;1,58;15;0;0;0;0;0;1;No;Si;1;06/02/2022;2021/2022
Betis;Local;0;23;1,79;0;0;0;0;1,68;20;0;0;0;0;0;1;0;0;0;No;Si;2;06/02/2022;2021/2022
Villarreal;Visitante;0;0;0;2;5;1,21;0;0;0;3;1,21;11;0;0;0;1;0;0;No;Si;2;06/02/2022;2021/2022
Real Madrid;Local;1;25;2,31;0;0;0;3;2,31;28;0;0;0;1;0;0;0;0;0;No;Si;1;06/02/2022;2021/2022
Granada;Visitante;0;0;0;0;10;1,16;0;0;0;0;0,84;9;0;0;0;0;0;2;Si;No;1;06/02/2022;2021/2022
Athletic;Local;2;15;1,53;0;0;0;3;1,79;17;0;0;0;1;0;0;0;0;0;No;No;1;07/02/2022;2021/2022
Espanyol;Visitante;0;0;0;1;11;0,79;0;0;0;0;0,47;7;0;0;0;0;0;1;No;No;1;07/02/2022;2021/2022
Sevilla;Local;2;26;1,89;0;0;0;3;2,21;28;0;0;0;1;0;0;0;0;0;No;Si;1;11/02/2022;2021/2022
Elche;Visitante;0;0;0;0;11;0,84;0;0;0;0;0,79;9;0;0;0;0;0;1;No;No;1;11/02/2022;2021/2022
Cádiz;Local;0;8;1;0;0;0;1;0,95;7;0;0;0;0;2;0;0;0;0;No;No;x;12/02/2022;2021/2022
Celta;Visitante;0;0;0;0;13;0,89;0;0;0;1;1,11;17;0;0;0;0;2;0;No;No;x;12/02/2022;2021/2022
Villarreal;Local;0;29;2,11;0;0;0;1;1,89;25;0;0;0;0;1;0;0;0;0;No;Si;x;12/02/2022;2021/2022
Real Madrid;Visitante;0;0;0;0;10;1,89;0;0;0;1;2,21;26;0;0;0;0;1;0;No;Si;x;12/02/2022;2021/2022
Rayo;Local;0;20;1,37;0;0;0;0;1,53;26;0;0;0;0;0;2;0;0;0;No;No;2;12/02/2022;2021/2022
Osasuna;Visitante;0;0;0;3;10;1,05;0;0;0;3;1,32;20;0;0;0;2;0;0;No;No;2;12/02/2022;2021/2022
Atlético;Local;4;21;1,74;0;0;0;3;2,16;26;0;0;0;2;0;0;0;0;0;No;Si;1;12/02/2022;2021/2022
Getafe;Visitante;0;0;0;3;6;0,63;0;0;0;0;0,58;5;0;0;0;0;0;1;No;No;1;12/02/2022;2021/2022
Alavés;Local;2;10;0,89;0;0;0;3;1,31;15;0;0;0;1;0;0;0;0;0;Si;No;1;13/02/2022;2021/2022
Valencia;Visitante;0;0;0;1;10;1,16;0;0;0;0;1,16;12;0;0;0;0;0;3;No;No;1;13/02/2022;2021/2022
Levante;Local;2;13;1,47;0;0;0;0;1,16;9;0;0;0;0;0;2;0;0;0;Si;No;2;13/02/2022;2021/2022
Betis;Visitante;0;0;0;4;22;1,47;0;0;0;3;1,74;23;0;0;0;2;0;0;No;Si;2;13/02/2022;2021/2022
R. Sociedad;Local;2;9;0,84;0;0;0;3;1,84;20;0;0;0;1;0;0;0;0;0;No;Si;1;13/02/2022;2021/2022
Granada;Visitante;0;0;0;0;10;1,16;0;0;0;0;0,84;9;0;0;0;0;0;3;Si;No;1;13/02/2022;2021/2022
Espanyol;Local;2;18;1,32;0;0;0;1;1,74;21;0;0;0;0;1;0;0;0;0;No;No;x;13/02/2022;2021/2022
Barcelona;Visitante;0;0;0;2;15;1,63;0;0;0;1;1,84;16;0;0;0;0;1;0;No;Si;x;13/02/2022;2021/2022
Mallorca;Local;3;13;1,05;0;0;0;3;1,42;18;0;0;0;2;0;0;0;0;0;No;No;1;14/02/2022;2021/2022
Athletic;Visitante;0;0;0;2;10;0,74;0;0;0;0;1,11;17;0;0;0;0;0;1;No;No;1;14/02/2022;2021/2022
Elche;Local;2;15;1,26;0;0;0;3;1,42;20;0;0;0;3;0;0;0;0;0;No;No;1;18/02/2022;2021/2022
Rayo;Visitante;0;0;0;1;6;0,68;0;0;0;0;0,68;8;0;0;0;0;0;2;No;No;1;18/02/2022;2021/2022
Granada;Local;1;17;1,16;0;0;0;0;1,16;15;0;0;0;0;0;2;0;0;0;Si;No;2;19/02/2022;2021/2022
Villarreal;Visitante;0;0;0;4;9;1,21;0;0;0;3;1,21;14;0;0;0;2;0;0;No;Si;2;19/02/2022;2021/2022
Osasuna;Local;0;10;0,89;0;0;0;0;1,16;12;0;0;0;0;0;1;0;0;0;No;No;2;19/02/2022;2021/2022
Atlético;Visitante;0;0;0;3;24;1,68;0;0;0;3;1,58;18;0;0;0;1;0;0;No;Si;2;19/02/2022;2021/2022
Cádiz;Local;1;9;1;0;0;0;1;0,95;8;0;0;0;0;3;0;0;0;0;No;No;x;19/02/2022;2021/2022
Getafe;Visitante;0;0;0;1;7;0,63;0;0;0;1;0,58;6;0;0;0;0;1;0;No;No;x;19/02/2022;2021/2022
Real Madrid;Local;3;28;2,31;0;0;0;3;2,31;31;0;0;0;2;0;0;0;0;0;No;Si;1;19/02/2022;2021/2022
Alavés;Visitante;0;0;0;0;9;0,74;0;0;0;0;0,32;5;0;0;0;0;0;5;Si;No;1;19/02/2022;2021/2022
Espanyol;Local;1;19;1,32;0;0;0;1;1,74;22;0;0;0;0;2;0;0;0;0;No;No;x;20/02/2022;2021/2022
Sevilla;Visitante;0;0;0;1;7;0,89;0;0;0;1;1,47;21;0;0;0;0;3;0;No;Si;x;20/02/2022;2021/2022
Valencia;Local;1;19;1,37;0;0;0;0;1,37;18;0;0;0;0;0;1;0;0;0;No;No;2;20/02/2022;2021/2022
Barcelona;Visitante;0;0;0;4;19;1,63;0;0;0;3;1,84;19;0;0;0;1;0;0;No;Si;2;20/02/2022;2021/2022
Betis;Local;2;25;1,79;0;0;0;3;1,68;23;0;0;0;1;0;0;0;0;0;No;Si;1;20/02/2022;2021/2022
Mallorca;Visitante;0;0;0;1;9;0,84;0;0;0;0;0,63;8;0;0;0;0;0;4;No;No;1;20/02/2022;2021/2022
Athletic;Local;4;19;1,53;0;0;0;3;1,79;20;0;0;0;2;0;0;0;0;0;No;No;1;20/02/2022;2021/2022
R. Sociedad;Visitante;0;0;0;0;10;1,26;0;0;0;0;1,42;19;0;0;0;0;0;1;No;Si;1;20/02/2022;2021/2022
Celta;Local;1;16;1,37;0;0;0;1;1,32;15;0;0;0;0;1;0;0;0;0;No;No;x;21/02/2022;2021/2022
Levante;Visitante;0;0;0;1;11;1,21;0;0;0;1;0,68;6;0;0;0;0;1;0;Si;No;x;21/02/2022;2021/2022
Levante;Local;3;16;1,47;0;0;0;3;1,16;12;0;0;0;1;0;0;0;0;0;Si;No;1;25/02/2022;2021/2022
Elche;Visitante;0;0;0;0;11;0,84;0;0;0;0;0,79;9;0;0;0;0;0;2;No;No;1;25/02/2022;2021/2022
Mallorca;Local;0;13;1,05;0;0;0;0;1,42;19;0;0;0;0;0;1;0;0;0;No;No;2;26/02/2022;2021/2022
Valencia;Visitante;0;0;0;1;11;1,16;0;0;0;3;1,16;15;0;0;0;1;0;0;No;No;2;26/02/2022;2021/2022
Getafe;Local;2;19;1,11;0;0;0;1;1,47;21;0;0;0;0;1;0;0;0;0;No;No;x;26/02/2022;2021/2022
Alavés;Visitante;0;0;0;2;11;0,74;0;0;0;1;0,32;6;0;0;0;0;1;0;Si;No;x;26/02/2022;2021/2022
Rayo;Local;0;20;1,37;0;0;0;0;1,53;26;0;0;0;0;0;3;0;0;0;No;No;2;26/02/2022;2021/2022
Real Madrid;Visitante;0;0;0;1;11;1,89;0;0;0;3;2,21;29;0;0;0;1;0;0;No;Si;2;26/02/2022;2021/2022
Atlético;Local;2;23;1,74;0;0;0;3;2,16;29;0;0;0;3;0;0;0;0;0;No;Si;1;26/02/2022;2021/2022
Celta;Visitante;0;0;0;0;13;0,89;0;0;0;0;1,11;17;0;0;0;0;0;1;No;No;1;26/02/2022;2021/2022
Villarreal;Local;5;34;2,11;0;0;0;3;1,89;28;0;0;0;1;0;0;0;0;0;No;Si;1;27/02/2022;2021/2022
Espanyol;Visitante;0;0;0;1;12;0,79;0;0;0;0;0,47;7;0;0;0;0;0;2;No;No;1;27/02/2022;2021/2022
Sevilla;Local;2;28;1,89;0;0;0;3;2,21;31;0;0;0;2;0;0;0;0;0;No;Si;1;27/02/2022;2021/2022
Betis;Visitante;0;0;0;1;23;1,47;0;0;0;0;1,74;23;0;0;0;0;0;1;No;Si;1;27/02/2022;2021/2022
R. Sociedad;Local;1;10;0,84;0;0;0;3;1,84;23;0;0;0;2;0;0;0;0;0;No;Si;1;27/02/2022;2021/2022
Osasuna;Visitante;0;0;0;0;10;1,05;0;0;0;0;1,32;20;0;0;0;0;0;1;No;No;1;27/02/2022;2021/2022
Barcelona;Local;4;27;1,95;0;0;0;3;2;26;0;0;0;2;0;0;0;0;0;No;Si;1;27/02/2022;2021/2022
Athletic;Visitante;0;0;0;0;10;0,74;0;0;0;0;1,11;17;0;0;0;0;0;2;No;No;1;27/02/2022;2021/2022
Granada;Local;0;17;1,16;0;0;0;1;1,16;16;0;0;0;0;1;0;0;0;0;Si;No;x;28/02/2022;2021/2022
Cádiz;Visitante;0;0;0;0;12;0,84;0;0;0;1;1,11;13;0;0;0;0;1;0;No;No;x;28/02/2022;2021/2022
Alavés;Local;0;10;0,89;0;0;0;1;1,31;16;0;0;0;0;1;0;0;0;0;Si;No;x;04/03/2022;2021/2022
Sevilla;Visitante;0;0;0;0;7;0,89;0;0;0;1;1,47;22;0;0;0;0;4;0;No;Si;x;04/03/2022;2021/2022
Osasuna;Local;1;11;0,89;0;0;0;3;1,16;15;0;0;0;1;0;0;0;0;0;No;No;1;05/03/2022;2021/2022
Villarreal;Visitante;0;0;0;0;10;1,21;0;0;0;0;1,21;14;0;0;0;0;0;1;No;Si;1;05/03/2022;2021/2022
Espanyol;Local;2;21;1,32;0;0;0;3;1,74;25;0;0;0;1;0;0;0;0;0;No;No;1;05/03/2022;2021/2022
Getafe;Visitante;0;0;0;0;7;0,63;0;0;0;0;0,58;7;0;0;0;0;0;1;No;No;1;05/03/2022;2021/2022
Valencia;Local;3;22;1,37;0;0;0;3;1,37;21;0;0;0;1;0;0;0;0;0;No;No;1;05/03/2022;2021/2022
Granada;Visitante;0;0;0;1;11;1,16;0;0;0;0;0,84;9;0;0;0;0;0;4;Si;No;1;05/03/2022;2021/2022
Real Madrid;Local;4;32;2,31;0;0;0;3;2,31;34;0;0;0;3;0;0;0;0;0;No;Si;1;05/03/2022;2021/2022
R. Sociedad;Visitante;0;0;0;1;11;1,26;0;0;0;0;1,42;19;0;0;0;0;0;2;No;Si;1;05/03/2022;2021/2022
Cádiz;Local;2;11;1;0;0;0;3;0,95;11;0;0;0;1;0;0;0;0;0;No;No;1;06/03/2022;2021/2022
Rayo;Visitante;0;0;0;0;6;0,68;0;0;0;0;0,68;8;0;0;0;0;0;3;No;No;1;06/03/2022;2021/2022
Elche;Local;1;16;1,26;0;0;0;0;1,42;20;0;0;0;0;0;1;0;0;0;No;No;2;06/03/2022;2021/2022
Barcelona;Visitante;0;0;0;2;21;1,63;0;0;0;3;1,84;22;0;0;0;2;0;0;No;Si;2;06/03/2022;2021/2022
Celta;Local;4;20;1,37;0;0;0;3;1,32;18;0;0;0;1;0;0;0;0;0;No;No;1;06/03/2022;2021/2022
Mallorca;Visitante;0;0;0;3;12;0,84;0;0;0;0;0,63;8;0;0;0;0;0;5;No;No;1;06/03/2022;2021/2022
Betis;Local;1;26;1,79;0;0;0;0;1,68;26;0;0;0;0;0;1;0;0;0;No;Si;2;06/03/2022;2021/2022
Atlético;Visitante;0;0;0;3;27;1,68;0;0;0;3;1,58;21;0;0;0;2;0;0;No;Si;2;06/03/2022;2021/2022
Athletic;Local;3;22;1,53;0;0;0;3;1,79;23;0;0;0;3;0;0;0;0;0;No;No;1;07/03/2022;2021/2022
Levante;Visitante;0;0;0;1;12;1,21;0;0;0;0;0,68;6;0;0;0;0;0;1;Si;No;1;07/03/2022;2021/2022
Atlético;Local;2;25;1,74;0;0;0;3;2,16;32;0;0;0;4;0;0;0;0;0;No;Si;1;11/03/2022;2021/2022
Cádiz;Visitante;0;0;0;1;13;0,84;0;0;0;0;1,11;13;0;0;0;0;0;1;No;No;1;11/03/2022;2021/2022
Levante;Local;1;17;1,47;0;0;0;1;1,16;13;0;0;0;0;1;0;0;0;0;Si;No;x;12/03/2022;2021/2022
Espanyol;Visitante;0;0;0;1;13;0,79;0;0;0;1;0,47;8;0;0;0;0;1;0;No;No;x;12/03/2022;2021/2022
Granada;Local;0;17;1,16;0;0;0;0;1,16;16;0;0;0;0;0;1;0;0;0;Si;No;2;12/03/2022;2021/2022
Elche;Visitante;0;0;0;1;12;0,84;0;0;0;3;0,79;12;0;0;0;1;0;0;No;No;2;12/03/2022;2021/2022
Villarreal;Local;1;35;2,11;0;0;0;3;1,89;31;0;0;0;2;0;0;0;0;0;No;Si;1;12/03/2022;2021/2022
Celta;Visitante;0;0;0;0;13;0,89;0;0;0;0;1,11;17;0;0;0;0;0;2;No;No;1;12/03/2022;2021/2022
Getafe;Local;0;19;1,11;0;0;0;1;1,47;22;0;0;0;0;2;0;0;0;0;No;No;x;12/03/2022;2021/2022
Valencia;Visitante;0;0;0;0;11;1,16;0;0;0;1;1,16;16;0;0;0;0;1;0;No;No;x;12/03/2022;2021/2022
Rayo;Local;1;21;1,37;0;0;0;1;1,53;27;0;0;0;0;1;0;0;0;0;No;No;x;13/03/2022;2021/2022
Sevilla;Visitante;0;0;0;1;8;0,89;0;0;0;1;1,47;23;0;0;0;0;5;0;No;Si;x;13/03/2022;2021/2022
Betis;Local;1;27;1,79;0;0;0;3;1,68;29;0;0;0;1;0;0;0;0;0;No;Si;1;13/03/2022;2021/2022
Athletic;Visitante;0;0;0;0;10;0,74;0;0;0;0;1,11;17;0;0;0;0;0;3;No;No;1;13/03/2022;2021/2022
